store_id,month,category,revenue,transaction_count,units_sold
1024,2024-08,Meat & Seafood,485321.08,6875,27333
1024,2024-08,Bakery,190768.23,1650,7017
1024,2024-08,Frozen Foods,308870.25,3236,14499
1024,2024-08,Beverages,328328.72,4110,10850
1024,2024-08,Household,443157.82,6567,19985
1024,2024-08,Electronics,245063.1,2650,8407
1024,2024-08,Health & Beauty,184380.16,2546,6382
1024,2024-08,Home & Garden,120204.14,1150,4836
1024,2024-08,Apparel,110075.23,1381,4218
1024,2024-08,Gas Station,231472.15,5017,13791
1025,2024-08,Grocery,657240.48,6547,29230
1025,2024-08,Fresh Produce,310572.44,3992,17195
1025,2024-08,Meat & Seafood,456821.89,5019,20957
1025,2024-08,Bakery,164750.09,1840,5042
1025,2024-08,Frozen Foods,254058.14,2839,7306
1025,2024-08,Beverages,327856.25,4317,12660
1025,2024-08,Household,431521.77,5315,18868
1025,2024-08,Electronics,218523.63,2131,7420
1025,2024-08,Health & Beauty,177675.06,1951,7795
1025,2024-08,Home & Garden,101598.47,1329,4362
1025,2024-08,Apparel,95018.76,920,2381
1025,2024-08,Gas Station,188438.88,4103,16290
1001,2024-09,Grocery,629159.95,7435,32894
1001,2024-09,Fresh Produce,229128.76,2707,11675
1001,2024-09,Meat & Seafood,373174.99,5209,18687
1001,2024-09,Bakery,171041.11,2094,7418
1001,2024-09,Frozen Foods,271266.87,3070,8641
1001,2024-09,Beverages,337585.27,3787,11275
1001,2024-09,Household,375585.14,4008,17087
1001,2024-09,Electronics,230089.67,2695,11475
1001,2024-09,Health & Beauty,168868.85,2032,5084
1001,2024-09,Home & Garden,104350.89,1420,4284
1001,2024-09,Apparel,100271.68,1256,3430
1001,2024-09,Gas Station,141315.8,3070,9414
1002,2024-09,Grocery,834683.35,9495,39691
1002,2024-09,Fresh Produce,283333.52,3200,12823
1002,2024-09,Meat & Seafood,439228.42,5421,21910
1002,2024-09,Bakery,217019.55,2802,9658
1002,2024-09,Frozen Foods,324835.65,4551,17271
1002,2024-09,Beverages,382649.63,5124,13482
1002,2024-09,Household,490701.65,6423,26575
1002,2024-09,Electronics,282845.52,2919,12810
1002,2024-09,Health & Beauty,222737.44,2648,8200
1002,2024-09,Home & Garden,136963.73,1704,5044
1002,2024-09,Apparel,128197.16,1544,6507
1002,2024-09,Gas Station,180350.94,3780,11874
1003,2024-09,Grocery,722574.24,8801,34586
1003,2024-09,Fresh Produce,245810.49,2555,9163
1003,2024-09,Meat & Seafood,422062.85,4757,12759
1003,2024-09,Bakery,169023.28,1956,6964
1003,2024-09,Frozen Foods,260670.86,3224,14298
1003,2024-09,Beverages,341942.82,3957,9902
1003,2024-09,Household,387792.48,5309,15900
1003,2024-09,Electronics,253223.8,2536,7155
1003,2024-09,Health & Beauty,175935.5,1795,6606
1003,2024-09,Home & Garden,117244.0,1420,3974
1003,2024-09,Apparel,103704.9,1459,4801
1003,2024-09,Gas Station,161367.75,4021,17713
1004,2024-09,Grocery,1067525.64,13148,52569
1004,2024-09,Fresh Produce,373280.53,4412,15286
1004,2024-09,Meat & Seafood,551778.38,5747,23284
1004,2024-09,Bakery,276961.52,3288,8762
1004,2024-09,Frozen Foods,411641.74,5363,16862
1004,2024-09,Beverages,551187.07,6842,17668
1004,2024-09,Household,643484.12,7670,21080
1004,2024-09,Electronics,362108.94,4635,17303
1004,2024-09,Health & Beauty,243276.72,3108,13583
1004,2024-09,Home & Garden,169861.9,2102,8548
1004,2024-09,Apparel,155438.26,2270,8675
1004,2024-09,Gas Station,277290.2,6884,28001
1005,2024-09,Grocery,532285.66,6123,24183
1005,2024-09,Fresh Produce,180203.55,2487,8601
1005,2024-09,Meat & Seafood,303250.53,3011,10358
1005,2024-09,Bakery,140255.74,1744,5872
1005,2024-09,Frozen Foods,217170.82,2684,9357
1005,2024-09,Beverages,239852.07,2772,8152
1005,2024-09,Household,307612.11,3132,13094
1005,2024-09,Electronics,177841.84,2328,8747
1005,2024-09,Health & Beauty,131401.73,1680,5896
1005,2024-09,Home & Garden,88543.31,1140,4190
1005,2024-09,Apparel,91715.09,1070,3972
1005,2024-09,Gas Station,124208.81,3123,11898
1006,2024-09,Grocery,696011.19,6920,23746
1006,2024-09,Fresh Produce,261105.44,3263,13221
1006,2024-09,Meat & Seafood,434748.13,4326,16287
1006,2024-09,Bakery,188016.32,1697,5644
1006,2024-09,Frozen Foods,295800.6,3223,8685
1006,2024-09,Beverages,401672.43,3947,14441
1006,2024-09,Household,430799.58,5207,19808
1006,2024-09,Electronics,241740.88,2381,10038
1006,2024-09,Health & Beauty,186029.75,2168,8016
1006,2024-09,Home & Garden,110594.13,1229,3649
1006,2024-09,Apparel,110684.93,1431,4524
1006,2024-09,Gas Station,193804.79,4052,11311
1007,2024-09,Grocery,792078.06,8110,30096
1007,2024-09,Fresh Produce,281303.4,3476,14125
1007,2024-09,Meat & Seafood,407318.49,4567,19311
1007,2024-09,Bakery,230258.98,3138,8059
1007,2024-09,Frozen Foods,377149.13,3888,11119
1007,2024-09,Beverages,435963.33,6008,19794
1007,2024-09,Household,526773.16,7419,18805
1007,2024-09,Electronics,284349.48,2828,10020
1007,2024-09,Health & Beauty,216652.17,2657,7310
1007,2024-09,Home & Garden,121133.23,1434,4050
1007,2024-09,Apparel,127564.11,1590,4471
1007,2024-09,Gas Station,192634.24,4625,20614
1008,2024-09,Grocery,706811.31,8293,24781
1008,2024-09,Fresh Produce,258117.41,3087,12462
1008,2024-09,Meat & Seafood,387454.62,4439,19253
1008,2024-09,Bakery,183104.76,2184,9071
1008,2024-09,Frozen Foods,296110.09,4116,13159
1008,2024-09,Beverages,361314.41,3778,11848
1008,2024-09,Household,419149.13,5032,15485
1008,2024-09,Electronics,245210.33,2658,10712
1008,2024-09,Health & Beauty,176625.76,2237,9625
1008,2024-09,Home & Garden,111604.32,1411,5979
1008,2024-09,Apparel,98741.73,1057,4014
1008,2024-09,Gas Station,178093.93,3379,12568
1009,2024-09,Grocery,682239.04,9801,35199
1009,2024-09,Fresh Produce,246079.13,2807,10313
1009,2024-09,Meat & Seafood,349070.13,4291,17244
1009,2024-09,Bakery,153396.39,2371,10439
1009,2024-09,Frozen Foods,259447.64,3079,9212
1009,2024-09,Beverages,304649.6,2718,9781
1009,2024-09,Household,378173.52,4829,17106
1009,2024-09,Electronics,230948.62,2643,11347
1009,2024-09,Health & Beauty,172101.09,1784,5163
1009,2024-09,Home & Garden,111537.77,1128,3195
1009,2024-09,Apparel,96669.9,1189,4565
1009,2024-09,Gas Station,171841.05,3840,14061
1010,2024-09,Grocery,779511.25,8731,28810
1010,2024-09,Fresh Produce,262433.89,3106,13103
1010,2024-09,Meat & Seafood,404422.81,5002,15458
1010,2024-09,Bakery,186978.07,2315,10036
1010,2024-09,Frozen Foods,295226.59,3421,14133
1010,2024-09,Beverages,394042.12,3580,9754
1010,2024-09,Household,520628.48,6378,26069
1010,2024-09,Electronics,247844.38,3055,9841
1010,2024-09,Health & Beauty,194129.85,2344,8469
1010,2024-09,Home & Garden,117877.25,1240,4915
1010,2024-09,Apparel,117973.36,1511,6223
1010,2024-09,Gas Station,177620.39,4117,13783
1011,2024-09,Grocery,696025.57,8122,29001
1011,2024-09,Fresh Produce,272243.72,3027,8961
1011,2024-09,Meat & Seafood,369044.46,4584,13815
1011,2024-09,Bakery,168593.77,1874,5216
1011,2024-09,Frozen Foods,289160.48,3628,13973
1011,2024-09,Beverages,330741.62,3164,12494
1011,2024-09,Household,387756.2,4739,15043
1011,2024-09,Electronics,258469.65,3092,9368
1011,2024-09,Health & Beauty,181514.02,2376,7846
1011,2024-09,Home & Garden,124567.66,1254,4682
1011,2024-09,Apparel,100982.6,1335,5125
1011,2024-09,Gas Station,168466.13,3817,11612
1012,2024-09,Grocery,777074.16,9937,29429
1012,2024-09,Fresh Produce,240448.76,2775,7227
1012,2024-09,Meat & Seafood,357919.5,3650,16392
1012,2024-09,Bakery,161659.22,1782,6523
1012,2024-09,Frozen Foods,305406.51,3842,10914
1012,2024-09,Beverages,330396.28,3178,13168
1012,2024-09,Household,429493.41,5246,17128
1012,2024-09,Electronics,234447.4,2975,11433
1012,2024-09,Health & Beauty,177015.9,1999,8147
1012,2024-09,Home & Garden,116354.86,1506,5291
1012,2024-09,Apparel,105918.13,1195,3804
1012,2024-09,Gas Station,157104.62,3075,9157
1013,2024-09,Grocery,868917.74,10420,44250
1013,2024-09,Fresh Produce,310696.22,3819,13936
1013,2024-09,Meat & Seafood,455876.76,4293,15035
1013,2024-09,Bakery,230011.96,2945,11061
1013,2024-09,Frozen Foods,307100.2,3747,14773
1013,2024-09,Beverages,477012.95,5409,22379
1013,2024-09,Household,508621.64,5724,25269
1013,2024-09,Electronics,286837.86,3614,13192
1013,2024-09,Health & Beauty,218108.17,2060,7648
1013,2024-09,Home & Garden,137240.96,1531,6744
1013,2024-09,Apparel,136143.34,1683,4617
1013,2024-09,Gas Station,216240.35,5262,15602
1014,2024-09,Grocery,565375.11,6006,26263
1014,2024-09,Fresh Produce,197344.14,2468,10372
1014,2024-09,Meat & Seafood,276671.03,3663,11988
1014,2024-09,Bakery,130359.25,1576,4607
1014,2024-09,Frozen Foods,241764.82,2816,10529
1014,2024-09,Beverages,270951.51,2632,7478
1014,2024-09,Household,322271.49,3578,13894
1014,2024-09,Electronics,204376.5,2728,8068
1014,2024-09,Health & Beauty,134538.25,1471,4188
1014,2024-09,Home & Garden,93627.04,1148,4533
1014,2024-09,Apparel,81980.77,1092,4158
1014,2024-09,Gas Station,135195.29,2351,8142
1015,2024-09,Grocery,741583.55,8521,34771
1015,2024-09,Fresh Produce,268611.62,3712,10688
1015,2024-09,Meat & Seafood,442043.01,4403,18354
1015,2024-09,Bakery,207001.11,2144,5637
1015,2024-09,Frozen Foods,323011.69,3753,11377
1015,2024-09,Beverages,385104.64,4526,13723
1015,2024-09,Household,524803.62,5933,22565
1015,2024-09,Electronics,275108.57,3379,14256
1015,2024-09,Health & Beauty,208703.46,2576,7125
1015,2024-09,Home & Garden,125239.62,1516,6648
1015,2024-09,Apparel,113786.3,1382,4154
1015,2024-09,Gas Station,185434.46,4363,15230
1016,2024-09,Grocery,849965.78,7837,23149
1016,2024-09,Fresh Produce,319237.14,4122,17579
1016,2024-09,Meat & Seafood,467278.36,5455,14052
1016,2024-09,Bakery,231918.64,3063,12571
1016,2024-09,Frozen Foods,313482.0,3756,12860
1016,2024-09,Beverages,422128.91,4082,14692
1016,2024-09,Household,514015.19,5959,21031
1016,2024-09,Electronics,306019.19,3688,10900
1016,2024-09,Health & Beauty,220715.99,2566,11340
1016,2024-09,Home & Garden,149635.33,1751,5505
1016,2024-09,Apparel,133354.91,1401,3821
1016,2024-09,Gas Station,220731.42,4891,17321
1017,2024-09,Grocery,518612.38,5595,18194
1017,2024-09,Fresh Produce,185209.98,1707,4826
1017,2024-09,Meat & Seafood,288439.29,3500,13481
1017,2024-09,Bakery,126274.57,1437,6444
1017,2024-09,Frozen Foods,203707.7,2105,8964
1017,2024-09,Beverages,269126.33,3261,12300
1017,2024-09,Household,280247.94,3419,9782
1017,2024-09,Electronics,187020.4,2167,8681
1017,2024-09,Health & Beauty,125013.43,1514,5989
1017,2024-09,Home & Garden,74495.43,904,2426
1017,2024-09,Apparel,73793.81,867,2428
1017,2024-09,Gas Station,124211.63,2491,10004
1018,2024-09,Grocery,786812.16,10585,28705
1018,2024-09,Fresh Produce,287940.46,3456,11638
1018,2024-09,Meat & Seafood,415546.81,4299,17726
1018,2024-09,Bakery,195552.16,2379,7269
1018,2024-09,Frozen Foods,308403.07,3556,13566
1018,2024-09,Beverages,401782.51,4321,17846
1018,2024-09,Household,492298.73,6339,20605
1018,2024-09,Electronics,280191.81,4161,17459
1018,2024-09,Health & Beauty,193394.33,2347,5919
1018,2024-09,Home & Garden,126907.45,1612,6217
1018,2024-09,Apparel,117874.61,1452,4995
1018,2024-09,Gas Station,171208.76,3806,12448
1019,2024-09,Grocery,781774.62,8775,33573
1019,2024-09,Fresh Produce,268106.69,3022,9986
1019,2024-09,Meat & Seafood,385308.44,4546,17942
1019,2024-09,Bakery,199768.61,2298,8975
1019,2024-09,Frozen Foods,298516.54,3504,12960
1019,2024-09,Beverages,366516.23,4179,13139
1019,2024-09,Household,456474.43,4837,18819
1019,2024-09,Electronics,262797.76,3262,11549
1019,2024-09,Health & Beauty,184895.68,1978,7854
1019,2024-09,Home & Garden,119489.9,1316,3454
1019,2024-09,Apparel,106287.42,1327,5264
1019,2024-09,Gas Station,186384.77,3777,14258
1020,2024-09,Grocery,614820.83,7221,27958
1020,2024-09,Fresh Produce,240674.75,2441,10885
1020,2024-09,Meat & Seafood,364709.72,3923,14403
1020,2024-09,Bakery,178462.2,2253,9821
1020,2024-09,Frozen Foods,257996.64,3195,10395
1020,2024-09,Beverages,306216.99,2591,8732
1020,2024-09,Household,398212.49,4840,18209
1020,2024-09,Electronics,225021.52,2685,6750
1020,2024-09,Health & Beauty,162377.23,1719,7469
1020,2024-09,Home & Garden,103685.52,1217,3730
1020,2024-09,Apparel,94068.62,1001,4078
1020,2024-09,Gas Station,155882.61,3549,11916
1021,2024-09,Grocery,885042.11,10593,27467
1021,2024-09,Fresh Produce,305028.05,3966,12658
1021,2024-09,Meat & Seafood,508360.23,6621,17696
1021,2024-09,Bakery,205855.0,2612,9394
1021,2024-09,Frozen Foods,326582.63,4287,17471
1021,2024-09,Beverages,419213.69,4880,21760
1021,2024-09,Household,573106.52,7043,20300
1021,2024-09,Electronics,280324.31,2879,12650
1021,2024-09,Health & Beauty,202166.51,2182,8438
1021,2024-09,Home & Garden,135602.69,1655,4890
1021,2024-09,Apparel,128405.01,1663,6790
1021,2024-09,Gas Station,179772.73,4863,14357
1022,2024-09,Grocery,859748.12,11278,31374
1022,2024-09,Fresh Produce,295608.04,3703,9980
